offer_id	created_date	last_updated_date	agreement_id	organization_id	offer_type	agreement_row_id	gsfa_customer_id	product_cluster	shipments	wps	uom	published_revenue	recommended_pid_name	recommended_revenue	pid_category	discount_selection	selected_pid_name	expected_revenue	percentage_initial_discount	absolute_initial_discount	authority_level	authority_name	avg_discount
CL_O_116716650653	2 Mar 2020 16:57:14.000000	10 Mar 2020 13:40:41.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_02260111468609	TDImport	1	100	Kg	211.482000000	TDI_54%	79407.060000000	Fixed/Flavoured	Higher Discount	TDI_60%	84.592800000	?	?	1	CL Sales Manager	60.0000000
CL_O_114420553435	5 Jun 2019 17:14:21.000000	9 Jul 2019 17:22:05.000000	CL_O_114420553435	DHL CL	Standard GPI Offer	1-6R8652R	CLC10002654	TDImport	11	46.82	Kg	690.520200000	TDI_62%	182834.340000000	Fixed/Flavoured	Lower Discount	CustomPID	262.380000000	?	?	?	Pricing	62.0025600
CL_O_114436297146	7 Jun 2019 14:23:56.000000	13 Jan 2020 17:46:01.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0328016398109	TDImport	22	6	Kg	286.585200000	TDI_53%	93375.480000000	Fixed/Flavoured	Higher Discount	TDI_60%	114.628800000	?	?	1	CL Sales Manager	60.0018420
CL_O_114809779843	22 Jul 2019 20:44:00.000000	22 Jul 2019 23:03:06.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-63Q95XT	TDImport	5	25	Kg	156.300000000	TDI_FTB1805	53589.900000000	Fixed/Flavoured	?	TDI_FTB1805	78.141000000	?	?	2	CL Pricing	50.0057580
CL_O_115794154879	18 Nov 2019 20:19:22.000000	19 Nov 2019 13:20:14.000000	?	DHL CL	Standard GPI Offer	?	CLS39905CS	TDExport	8	5.34	Kg	85.163400000	TDE_41%	39332.880000000	Fixed/Flavoured	Lower Discount	TDE_25%	63.871800000	?	?	?	?	25.0008810
CL_O_114832833931	24 Jul 2019 21:27:00.000000	7 Feb 2020 13:53:09.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0724019832927	TDImport	1	35	Kg	42.258000000	TDI_36%	18703.500000000	Fixed/Flavoured	?	TDI_36%	27.045000000	?	?	?	?	36.0002840
CL_O_114412675926	4 Jun 2019 22:19:21.000000	5 Jun 2019 16:19:04.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_1129015216945	TDExport	10	5	Kg	143.016000000	TDE_45%	55423.200000000	Fixed/Flavoured	Higher Discount	TDE_50%	71.508000000	?	?	1	CL Sales Manager	50.0000000
CL_O_113891894039	2 Apr 2019 13:58:51.000000	2 Apr 2019 14:00:06.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0321018942819	TDImport	1	80	Kg	160.384200000	TDI_49%	55710.600000000	Fixed/Flavoured	?	TDI_49%	?	?	?	1	CL Sales Manager	?
CL_O_116997308787	27 Mar 2020 19:05:44.000000	1 Apr 2020 21:25:51.000000	CL_O_116997308787	DHL CL	Standard GPI Offer	1-7U000LN	CLSION_03150110009227	TDImport	1	10	Kg	26.988000000	TDI_40%	13537.980000000	Fixed/Flavoured	?	TDI_40%	16.192800000	?	?	?	?	40.0000000
CL_O_114909571097	1 Aug 2019 15:09:32.000000	6 Aug 2019 12:28:13.000000	CL_O_114909571097	DHL CL	Standard GPI Offer	1-6V0P9YV	CLSCSV_0724019836909	TDDom	38	5	Kg	54262.320000000	TDD_25%	40696.980000000	Fixed/Flavoured	?	TDD_25%	40696.980000000	?	?	1	CL Sales Manager	24.9995580
CL_O_116792842241	9 Mar 2020 18:30:53.000000	13 Mar 2020 19:49:52.000000	?	DHL CL	Standard GPI Offer	?	CLSION_02130111380467	TDImport	4	10	Kg	107.952000000	TDI_50%	44743.440000000	Fixed/Flavoured	?	TDI_50%	53.976000000	?	?	1	CL Sales Manager	50.0000000
CL_O_115685600372	5 Nov 2019 21:50:37.000000	21 Nov 2019 23:13:53.000000	CL_O_115685600372	DHL CL	Standard GPI Offer	1-79SN9QJ	COMET_1-71D8S3B	TDExport	1	1	Kg	5.907000000	TDE_14%	3742.380000000	Fixed/Flavoured	Higher Discount	TDE_60%	2.400000000	?	?	3	CL Commercial Director	59.3702390
CL_O_115683969255	5 Nov 2019 15:35:45.000000	28 Nov 2019 20:07:23.000000	CL_O_115683969255	DHL CL	Standard GPI Offer	1-7AUJI7P	CLSCSV_10180110521044	TDDom	12	0.5	Kg	5054.460000000	TDD_09%	4599.420000000	Fixed/Flavoured	?	TDD_09%	4599.420000000	?	?	?	?	9.0027420
CL_O_115880249648	27 Nov 2019 19:55:44.000000	27 Nov 2019 20:02:28.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_11180110775686	TDImport	1	5	Kg	11.830200000	TDI_31%	6477.240000000	Fixed/Flavoured	Lower Discount	TDI_25%	8.872800000	?	?	?	?	24.9987320
CL_O_115052045747	22 Aug 2019 17:11:54.000000	22 Aug 2019 17:24:37.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0807019936244	TDImport	3	5	Kg	35.490600000	TDI_FTB1802	16396.020000000	Fixed/Flavoured	Higher Discount	TDI_FTB1803	21.290400000	?	?	?	?	40.0111580
CL_O_114243430700	16 May 2019 21:28:14.000000	22 May 2019 22:45:28.000000	?	DHL CL	Standard GPI Offer	?	CLSION_0508019249050	TDDom	20	12	Kg	61024.680000000	TDD_25%	45768.660000000	Fixed/Flavoured	Higher Discount	TDD_40%	36614.520000000	?	?	3	CL Commercial Director	40.0004720
CL_O_116378452765	27 Jan 2020 13:49:41.000000	27 Jan 2020 13:52:31.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_01230111255840	TDExport	1	3	Kg	7.233600000	TDE_20%	4467.240000000	Fixed/Flavoured	?	TDE_20%	5.787000000	?	?	?	?	19.9983410
CL_O_114289755535	22 May 2019 16:50:41.000000	13 Jan 2020 09:50:55.000000	CL_O_114289755535	DHL CL	Standard GPI Offer	1-1BGZ45-997	CLSCSV_0516019317973	TDImport	3	15	Kg	60.354000000	TDI_FTB1803	25249.680000000	Fixed/Flavoured	?	TDI_FTB1803	36.214200000	?	?	?	?	39.9970180
CL_O_114967463483	9 Aug 2019 14:33:34.000000	21 Jan 2020 18:29:59.000000	CL_O_114967463483	DHL CL	Standard GPI Offer	1-1BGZ45-1079	CLSCSV_0723019825621	TDExport	1	0.5	Kg	2.253000000	TDE_FTB1801	1165.800000000	Fixed/Flavoured	Higher Discount	TDE_FTB1802	1.464600000	?	?	?	?	34.9933420
CL_O_114412003144	4 Jun 2019 19:07:25.000000	13 Jan 2020 09:50:55.000000	CL_O_114412003144	DHL CL	Standard GPI Offer	1-1BGZ45-1017	CLSCSV_0513019293360	TDImport	2	50	Kg	204.524400000	TDI_FTB1805	72057.600000000	Fixed/Flavoured	?	TDI_FTB1805	102.268800000	?	?	2	CL Pricing	49.9967730
CL_O_113503864628	21 Feb 2019 13:31:13.000000	10 Jan 2020 17:58:30.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-2V4KLJC	TDExport	20	2	Kg	166.536000000	TDE_48%	57050.400000000	Fixed/Flavoured	Higher Discount	TDE_68%	53.292000000	?	?	3	CL Commercial Director	67.9997120
CL_O_115238800342	13 Sep 2019 20:32:11.000000	24 Sep 2019 13:08:25.000000	CL_O_115238800342	DHL CL	Standard GPI Offer	1-71D5EJ7	COMET_1-NQFCFB	TDExport	3	50	Kg	188.935200000	TDE_48%	69881.220000000	Fixed/Flavoured	?	TDE_48%	98.245800000	?	?	1	CL Sales Manager	48.0002670
CL_O_115841226325	25 Nov 2019 13:05:38.000000	10 Jan 2020 17:58:30.000000	CL_O_115841226325	DHL CL	Standard GPI Offer	1-7BRWMKR	COMET_1-6EPH4EU	TDImport	4	14.75	Kg	93.999000000	TDI_43%	42603.120000000	Fixed/Flavoured	Higher Discount	TDI_55%	42.298800000	?	?	1	CL Sales Manager	55.0007980
CL_O_115396368437	1 Oct 2019 17:59:58.000000	1 Oct 2019 18:01:44.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_09060110175254	TDImport	1	5	Kg	9.006000000	TDI_FTB1801	4706.760000000	Fixed/Flavoured	?	TDI_FTB1801	6.486000000	?	?	?	?	27.9813460
CL_O_113366068124	29 Jan 2019 13:54:16.000000	13 Jan 2020 09:50:55.000000	CL_O_113366068124	DHL CL	Standard GPI Offer	1-1BGZ45-856	CLSCSV_0122018586357	TDExport	3	4	Kg	33.541800000	TDE_FTB1802	14545.740000000	Fixed/Flavoured	Higher Discount	TDE_FTB1805	16.777800000	?	?	2	CL Pricing	49.9794290
CL_O_114054600963	23 Apr 2019 20:15:34.000000	23 Apr 2019 20:17:13.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0418019134142	TDImport	1	0.5	Kg	6.426000000	TDI_18%	3498.300000000	Fixed/Flavoured	?	TDI_18%	5.269200000	?	?	?	?	18.0018670
CL_O_113255394587	8 Jan 2019 19:16:16.000000	13 Jan 2020 09:50:55.000000	CL_O_113255394587	DHL CL	Standard GPI Offer	1-1BGZ45-817	CLSION_1226018993021	TDImport	1	1.5	Kg	8.588400000	TDI_FTB1801	4202.940000000	Fixed/Flavoured	?	TDI_FTB1801	6.183600000	?	?	?	?	28.0005590
CL_O_113761674294	19 Mar 2019 15:57:05.000000	5 Apr 2019 22:36:01.000000	CL_O_113761674294	DHL CL	Standard GPI Offer	1-6EBMXF5	CLSISL_0219018731801	TDImport	3	25	Kg	106.410600000	TDI_43%	40469.400000000	Fixed/Flavoured	Higher Discount	TDI_45%	58.525200000	?	?	1	CL Sales Manager	45.0005920
CL_O_113496863565	21 Feb 2019 01:15:43.000000	10 Jan 2020 17:58:30.000000	?	DHL CL	Standard GPI Offer	?	CLC10004212	TD3rd	2	20	Kg	68.283600000	TD3_33%	30137.760000000	Fixed/Flavoured	Higher Discount	TD3_50%	34.141200000	?	?	1	CL Sales Manager	50.0008790
CL_O_114029763260	18 Apr 2019 21:08:09.000000	30 May 2019 19:50:14.000000	CL_O_114029763260	DHL CL	Standard GPI Offer	1-6LPGT3L	CLS25301CS	TDExport	5	5	Kg	42.951000000	TDE_35%	18439.200000000	Fixed/Flavoured	?	TDE_35%	27.918000000	?	?	?	?	35.0003490
CL_O_113998661324	15 Apr 2019 21:26:06.000000	10 Jan 2020 17:58:30.000000	CL_O_113998661324	DHL CL	Standard GPI Offer	1-6JYEOOZ	CLSCSV_0430016690921	TDImport	5	87.3	Kg	609.801000000	TDI_60%	162009.420000000	Fixed/Flavoured	Higher Discount	TDI_65%	213.429600000	?	?	3	CL Commercial Director	65.0001230
CL_O_116719759295	2 Mar 2020 17:46:07.000000	9 Mar 2020 12:23:11.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_1129018801240	TDImport	3	2.7	Kg	35.054400000	TDI_42%	16595.340000000	Fixed/Flavoured	Lower Discount	TDI_40%	21.033000000	?	?	?	?	39.9989730
CL_O_113423048312	8 Feb 2019 16:48:56.000000	21 Feb 2019 21:22:49.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0110018523141	TDExport	1	30	Kg	37.862400000	TDE_FTB1802	16073.280000000	Fixed/Flavoured	Lower Discount	TDE_FTB1801	27.255600000	?	?	?	?	28.0140720
CL_O_113612566892	5 Mar 2019 14:59:53.000000	5 Mar 2019 15:01:30.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0301018812375	TDImport	1	1	Kg	7.572000000	TDI_18%	4076.520000000	Fixed/Flavoured	?	TDI_18%	6.208800000	?	?	?	?	18.0031700
CL_O_114526131537	19 Jun 2019 18:21:41.000000	20 Jun 2019 17:01:51.000000	CL_O_114526131537	DHL CL	Standard GPI Offer	1-6OENNR9	COMET_1-6O87SO7	TDDom	1	5	Kg	1144.140000000	TDD_03%	1109.820000000	Fixed/Flavoured	?	TDD_03%	1109.820000000	?	?	?	?	2.9996330
CL_O_114153150628	7 May 2019 02:55:01.000000	17 Feb 2020 23:30:25.000000	?	DHL CL	Standard GPI Offer	?	CLS52509WL	TDDom	1	1	Kg	432.780000000	TDD_01%	428.460000000	Fixed/Flavoured	Higher Discount	TDD_50%	216.360000000	?	?	3	CL Commercial Director	50.0069320
CL_O_115227592248	12 Sep 2019 15:05:09.000000	12 Sep 2019 15:36:48.000000	?	DHL CL	Standard GPI Offer	?	CLS38276CS	TDExport	1	4	Kg	12.581400000	TDE_25%	6744.720000000	Fixed/Flavoured	?	TDE_25%	9.436200000	?	?	?	?	24.9988080
CL_O_114138930616	3 May 2019 18:54:03.000000	13 May 2019 17:52:16.000000	CL_O_114138930616	DHL CL	Standard GPI Offer	1-6IYZ5CB	COMET_1-6GX5TIJ	TDImport	20	10	Kg	356.244000000	TDI_57%	104670.000000000	Fixed/Flavoured	Higher Discount	TDI_72%	99.744000000	?	?	3	CL Commercial Director	72.0012130
CL_O_114808502128	22 Jul 2019 16:46:28.000000	26 Jul 2019 21:27:54.000000	CL_O_114808502128	DHL CL	Standard GPI Offer	1-6TO1317	CLSION_0716019762779	TDImport	2	15	Kg	43.816200000	TDI_36%	19231.620000000	Fixed/Flavoured	?	TDI_36%	28.042200000	?	?	?	?	36.0003830
CL_O_114329649608	27 May 2019 21:42:34.000000	27 May 2019 21:44:28.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0509019266102	TDExport	1	10	Kg	15.962400000	TDE_FTB1801	7982.040000000	Fixed/Flavoured	Higher Discount	TDE_FTB1802	10.378800000	?	?	?	?	34.9797020
CL_O_115215896624	11 Sep 2019 13:48:09.000000	12 Sep 2019 15:56:26.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_09040110156657	TDImport	2	3	Kg	18.951600000	TDI_FTB1801	9705.600000000	Fixed/Flavoured	Higher Discount	TDI_FTB1803	11.371200000	?	?	2	CL Pricing	39.9987340
CL_O_116790179730	9 Mar 2020 14:17:31.000000	12 Mar 2020 13:51:44.000000	CL_O_116790179730	DHL CL	Standard GPI Offer	1-7QD6U95	CLSCSV_03030111503699	TDImport	1	20	Kg	26.854800000	TDI_40%	13265.520000000	Fixed/Flavoured	Lower Discount	TDI_35%	17.455800000	?	?	?	?	34.9993300
CL_O_115319773400	24 Sep 2019 13:01:50.000000	26 Sep 2019 15:30:47.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_09110110215173	TDImport	2	50	Kg	204.524400000	TDI_49%	74604.960000000	Fixed/Flavoured	Lower Discount	CustomPID	?	?	?	?	Pricing	?
CL_O_116140220382	30 Dec 2019 18:42:57.000000	30 Dec 2019 18:44:57.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_12090110941102	TDImport	2	50	Kg	204.524400000	TDI_49%	77669.520000000	Fixed/Flavoured	Lower Discount	TDI_40%	122.714400000	?	?	?	?	40.0001170
CL_O_115405363256	2 Oct 2019 15:43:40.000000	9 Oct 2019 18:53:08.000000	CL_O_115405363256	DHL CL	Standard GPI Offer	1-73N9P81	CLSCSV_09090110192398	TDImport	1	25	Kg	54.994200000	TDI_38%	24742.920000000	Fixed/Flavoured	Higher Discount	TDI_40%	32.996400000	?	?	?	?	40.0002180
CL_O_113350189486	25 Jan 2019 19:21:41.000000	13 Jan 2020 17:46:01.000000	?	DHL CL	Standard GPI Offer	?	CLC10000894	TDImport	18	108	Kg	3927.884400000	TDI_79%	554417.280000000	Fixed/Flavoured	Lower Discount	TDI_67%	427.740000000	?	?	3	CL Commercial Director	89.1101680
CL_O_114515437126	18 Jun 2019 19:08:10.000000	19 Jun 2019 18:42:20.000000	?	DHL CL	Standard GPI Offer	?	CLSION_0605019459791	TDExport	5	2	Kg	26.605800000	TDE_31%	12842.400000000	Fixed/Flavoured	Higher Discount	TDE_ECOM181	8.190000000	?	?	2	CL Pricing	69.2172380
CL_O_115157344685	4 Sep 2019 13:26:00.000000	4 Sep 2019 13:28:45.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_1112018643699	TDImport	2	5	Kg	31.436400000	TDI_36%	14580.840000000	Fixed/Flavoured	?	TDI_36%	20.119200000	?	?	?	?	36.0003050
CL_O_115125635412	30 Aug 2019 21:47:28.000000	2 Sep 2019 21:53:34.000000	?	DHL CL	Standard GPI Offer	?	CLSION_0706019697883	TDDom	100	1	Kg	55579.800000000	TDD_25%	41685.480000000	Fixed/Flavoured	Higher Discount	TDD_40%	33348.300000000	?	?	3	CL Commercial Director	39.9992440
CL_O_114537472613	20 Jun 2019 21:55:35.000000	20 Jun 2019 21:57:18.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-RI78WB	TDExport	1	5	Kg	8.590200000	TDE_25%	4471.260000000	Fixed/Flavoured	?	TDE_25%	6.442800000	?	?	?	?	24.9982540
CL_O_117017114959	30 Mar 2020 19:44:29.000000	30 Mar 2020 21:22:59.000000	?	DHL CL	Standard GPI Offer	?	CLS33347CS	TDExport	1	10	Kg	21.364800000	TDE_38%	11063.640000000	Fixed/Flavoured	?	TDE_38%	13.246200000	?	?	?	?	37.9998880
CL_O_116201711311	7 Jan 2020 19:14:42.000000	29 Jan 2020 20:06:05.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_10150110495216	TDImport	2	20	Kg	94.920000000	TDI_48%	38095.800000000	Fixed/Flavoured	?	?	39.866400000	?	?	1	CL Sales Manager	58.0000000
CL_O_115262619137	17 Sep 2019 17:55:31.000000	17 Sep 2019 19:13:03.000000	?	DHL CL	Standard GPI Offer	?	CLC10003974	TDImport	1	1	Kg	4.497000000	TDI_18%	2617.500000000	Fixed/Flavoured	Lower Discount	CustomPID	0.000000000	?	?	?	Pricing	100.0000000
CL_O_115435952261	7 Oct 2019 19:56:24.000000	7 Oct 2019 19:58:33.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_10030110411337	TDImport	1	5	Kg	11.830200000	TDI_31%	5840.880000000	Fixed/Flavoured	?	TDI_31%	8.163000000	?	?	?	?	30.9986310
CL_O_114103910787	29 Apr 2019 21:42:56.000000	30 May 2019 16:54:45.000000	CL_O_114103910787	DHL CL	Standard GPI Offer	1-6LOY5NX	CLSCSV_0409019067185	TDImport	1	10	Kg	25.726200000	TDI_35%	11268.300000000	Fixed/Flavoured	?	TDI_35%	16.722000000	?	?	?	?	35.0001170
CL_O_116594538685	19 Feb 2020 14:17:49.000000	19 Feb 2020 21:23:33.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_02130111381208	TDExport	10	1	Kg	44.430000000	TDE_42%	20408.400000000	Fixed/Flavoured	Higher Discount	TDE_ECOM181	15.954000000	?	?	2	CL Pricing	64.0918300
CL_O_113542053078	26 Feb 2019 15:57:50.000000	26 Feb 2019 15:59:55.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_1211018887201	TDImport	1	1	Kg	4.053600000	TDI_18%	2158.020000000	Fixed/Flavoured	?	TDI_25%	3.040200000	?	?	?	?	25.0000000
CL_O_114267576444	20 May 2019 19:46:56.000000	22 May 2019 14:04:44.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0510019275009	TDExport	4	0.5	Kg	8.889600000	TDE_FTB1801	4459.260000000	Fixed/Flavoured	Higher Discount	TDE_FTB1803	5.333400000	?	?	2	CL Pricing	40.0040500
CL_O_115939022358	3 Dec 2019 19:23:08.000000	5 Dec 2019 19:26:15.000000	CL_O_115939022358	DHL CL	Standard GPI Offer	1-7BZWA33	CLS88788IS	TDImport	1	0.5	Kg	3.763800000	TDI_FTB1801	2179.800000000	Fixed/Flavoured	?	TDI_FTB1801	2.710200000	?	?	?	?	27.9929860
CL_O_116199753439	7 Jan 2020 15:14:59.000000	10 Jan 2020 17:58:30.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-6A39RV	TDDom	20	0.5	Kg	8853.960000000	TDD_11%	7880.160000000	Fixed/Flavoured	Higher Discount	TDD_20%	7082.880000000	?	?	1	CL Sales Manager	20.0032530
CL_O_116485223371	6 Feb 2020 20:30:46.000000	10 Feb 2020 19:10:19.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_02040111320018	TDImport	2	10	Kg	53.976000000	TDI_44%	23485.920000000	Fixed/Flavoured	?	TDI_44%	30.226800000	?	?	1	CL Sales Manager	43.9995550
CL_O_116583511300	18 Feb 2020 16:03:29.000000	18 Feb 2020 20:44:48.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-7M2NYFD	TDImport	3	11.67	Kg	67.470000000	TDI_46%	28882.140000000	Fixed/Flavoured	Higher Discount	TDI_50%	33.735000000	?	?	1	CL Sales Manager	50.0000000
CL_O_113328477773	22 Jan 2019 15:17:34.000000	28 Jan 2019 22:51:36.000000	CL_O_113328477773	DHL CL	Standard GPI Offer	1-64YMM71	CLSCSV_0122015697777	TDExport	9	0.5	Kg	39.790200000	TDE_35%	17390.100000000	Fixed/Flavoured	?	TDE_35%	25.861800000	?	?	?	?	35.0045990
CL_O_116140864839	30 Dec 2019 21:06:40.000000	30 Dec 2019 21:42:29.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_11260110846592	TDExport	2	10	Kg	26.011200000	TDE_31%	13363.800000000	Fixed/Flavoured	?	TDE_31%	17.947200000	?	?	?	?	31.0020300
CL_O_116201284594	7 Jan 2020 17:07:00.000000	17 Jan 2020 20:00:30.000000	CL_O_116201284594	DHL CL	Standard GPI Offer	1-7HHZ81B	CLS44242CS	TDImport	4	15	Kg	84.427200000	TDI_48%	33885.360000000	Fixed/Flavoured	Lower Discount	TDI_40%	50.656800000	?	?	?	?	39.9994310
CL_O_113764961840	19 Mar 2019 22:07:03.000000	10 Jan 2020 17:58:30.000000	CL_O_113764961840	DHL CL	Standard GPI Offer	1-6CMMVRL	CLSION_1114018665963	TDExport	10	1	Kg	60.672000000	TDE_38%	25096.200000000	Fixed/Flavoured	Higher Discount	TDE_50%	30.336000000	?	?	1	CL Sales Manager	50.0000000
CL_O_113514843689	22 Feb 2019 13:49:21.000000	13 Jan 2020 09:50:55.000000	CL_O_113514843689	DHL CL	Standard GPI Offer	1-1BGZ45-882	CLSION_0222018752099	TDImport	2	15	Kg	70.964400000	TDI_FTB1803	27874.680000000	Fixed/Flavoured	?	TDI_FTB1803	42.588000000	?	?	?	?	39.9868100
CL_O_113423957316	8 Feb 2019 20:06:29.000000	8 Feb 2019 20:09:59.000000	?	DHL CL	Standard GPI Offer	?	CLCSINC26150679_1712	TDImport	4	10	Kg	71.248800000	TDI_40%	27905.520000000	Fixed/Flavoured	?	TDI_40%	42.748800000	?	?	?	?	40.0006740
CL_O_116718284658	2 Mar 2020 15:56:25.000000	5 Mar 2020 23:44:04.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_02240111446312	TDExport	2	50	Kg	179.356800000	TDE_58%	61488.840000000	Fixed/Flavoured	Higher Discount	TDE_70%	44.839200000	?	?	3	CL Commercial Director	75.0000000
CL_O_114808351863	22 Jul 2019 16:21:42.000000	24 Jul 2019 16:21:14.000000	CL_O_114808351863	DHL CL	Standard GPI Offer	1-6TA72B1	CLSCSV_0928018251186	TDImport	4	50	Kg	409.048800000	TDI_58%	117823.200000000	Fixed/Flavoured	Higher Discount	TDI_60%	163.620000000	?	?	1	CL Sales Manager	59.9998830
CL_O_114412817411	4 Jun 2019 22:36:14.000000	13 Jan 2020 09:50:55.000000	CL_O_114412817411	DHL CL	Standard GPI Offer	1-1BGZ45-1018	COMET_1-6LOLH19	TDImport	6	15	Kg	212.893200000	TDI_FTB1805	75015.000000000	Fixed/Flavoured	?	TDI_FTB1805	106.466400000	?	?	2	CL Pricing	49.9907000
CL_O_113305994988	17 Jan 2019 15:09:20.000000	23 Jan 2019 15:36:34.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0110018523141	TDImport	1	0.5	Kg	3.537000000	TDI_FTB1801	1715.640000000	Fixed/Flavoured	?	TDI_FTB1801	2.546400000	?	?	?	?	28.0067850
CL_O_115149766380	3 Sep 2019 21:41:47.000000	4 Sep 2019 20:31:43.000000	CL_O_115149766380	DHL CL	Standard GPI Offer	1-6YPZ9N9	CLS904CS	TD3rd	1	1	Kg	4.972200000	TD3_18%	2954.700000000	Fixed/Flavoured	Lower Discount	CustomPID	3.480600000	?	?	?	Pricing	29.9987930
CL_O_115880393048	27 Nov 2019 20:37:31.000000	28 Nov 2019 20:47:52.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_11250110834796	TDDom	20	3	Kg	19724.280000000	TDD_17%	16371.240000000	Fixed/Flavoured	Higher Discount	TDD_60%	7889.280000000	?	?	4	CL Country Manager	60.0021900
CL_O_113926509552	5 Apr 2019 20:37:26.000000	11 Apr 2019 21:18:09.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-6A8R8LL	ExpressEasyExport	10	1	Kg	28.830000000	CustomPID	0.000000000	Fixed/Flavoured	?	CustomPID	0.000000000	?	?	?	Pricing	100.0000000
CL_O_113894134055	2 Apr 2019 18:53:20.000000	2 Apr 2019 18:54:51.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0327018985349	TDImport	16	2	Kg	153.676800000	TDI_FTB1805	52346.880000000	Fixed/Flavoured	Lower Discount	TDI_FTB1804	84.528000000	?	?	?	?	44.9962520
CL_O_116742862562	4 Mar 2020 11:47:09.000000	12 Mar 2020 18:57:58.000000	?	DHL CL	Standard GPI Offer	?	CLC10001894	TDImport	10	10	Kg	153.588000000	TDI_53%	59008.200000000	Fixed/Flavoured	Higher Discount	TDI_68%	49.146000000	?	?	3	CL Commercial Director	68.0014060
CL_O_115607766586	28 Oct 2019 17:51:38.000000	28 Oct 2019 17:56:58.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_10220110545818	TDExport	1	0.5	Kg	5.752800000	TDE_FTB1801	3006.420000000	Fixed/Flavoured	?	TDE_FTB1801	4.141800000	?	?	?	?	28.0037550
CL_O_115926796426	3 Dec 2019 12:19:58.000000	4 Dec 2019 19:41:35.000000	CL_O_115926796426	DHL CL	Standard GPI Offer	1-7BT5GQH	COMET_1-6WRPWHP	TDImport	3	5.17	Kg	43.600200000	TDI_36%	22662.300000000	Fixed/Flavoured	Higher Discount	TDI_40%	26.160600000	?	?	2	CL Pricing	39.9988990
CL_O_116909071802	19 Mar 2020 20:16:19.000000	19 Mar 2020 20:19:02.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_03090111552519	TDImport	1	3	Kg	12.211200000	TDI_36%	6741.900000000	Fixed/Flavoured	Lower Discount	TDI_35%	7.937400000	?	?	?	?	34.9990170
CL_O_114430154096	6 Jun 2019 16:53:46.000000	6 Jun 2019 16:56:28.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0221018754559	TDExport	2	50	Kg	125.956800000	TDE_43%	49771.800000000	Fixed/Flavoured	Lower Discount	TDE_35%	81.872400000	?	?	?	?	34.9996190
CL_O_116379255415	27 Jan 2020 14:29:41.000000	18 Feb 2020 20:35:28.000000	CL_O_116379255415	DHL CL	Standard GPI Offer	1-7MAEVP7	COMET_1-4HSYD75	TDDom	7	0.5	Kg	2833.380000000	TDD_07%	2635.080000000	Fixed/Flavoured	Higher Discount	TDD_45%	1558.500000000	?	?	3	CL Commercial Director	44.9950240
CL_O_114583801258	26 Jun 2019 19:59:55.000000	28 Jun 2019 13:28:34.000000	CL_O_114583801258	DHL CL	Standard GPI Offer	1-6PNGGFF	CLSCSV_0626019607530	TDDom	12	15	Kg	42383.220000000	TDD_21%	33482.640000000	Fixed/Flavoured	Higher Discount	TDD_30%	29668.260000000	?	?	1	CL Sales Manager	29.9999860
CL_O_115424393317	4 Oct 2019 19:34:24.000000	7 Oct 2019 21:20:57.000000	CL_O_115424393317	DHL CL	Standard GPI Offer	1-73AF4WP	CLS17236CS	TDImport	1	10	Kg	17.812200000	TDI_33%	8685.540000000	Fixed/Flavoured	Higher Discount	TDI_35%	11.578200000	?	?	?	?	34.9984840
