opportunity_id	product_id	gsfa_customer_id	avg_weight	committed_product_revenue	potential_product_revenue	number_of_shipments	origin	destination	product_line	main_competitor	secondary_competitor	dhl_current_transit_time	dhl_transit_time_status
1-6X2EQVN	1-LRWO4-16	CLSCSV_0808019954401	              10.0000000	30.000000	66.000000	               5.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	UPS	?	?	?
1-7CE3LWR	1-LRWO4-6	CLSCSV_12040110903699	               5.0000000	14.400000	14.400000	               3.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-6W0LNNT	1-LRWO4-6	CLSION_0730017535256	               1.0000000	10.500000	10.500000	               1.0000000	CHILE	BOLIVIA	?	FedEx	?	2	Equal
1-7JBAH5K	1-LRWO4-34	COMET_1-33S53NL	              10.0000000	18.000000	18.000000	              12.0000000	CHILE	CHILE	?	?	?	?	?
1-6XWD9KA	1-LRWO4-16	CLS30315CS	                .5000000	26.160000	26.160000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-6M6O6JI	1-LRWO4-6	CLS60911IS	              15.0000000	12.000000	12.000000	               1.0000000	CHILE	Europe	?	?	?	?	?
1-69ORAHS	1-LRWO4-6	CLSCSV_0307018845032	               5.0000000	48.000000	48.000000	               5.0000000	CHILE	South America	?	?	?	?	?
1-6O8SICM	1-LRWO4-6	CLSISL_0611019509248	                .5000000	3.000000	3.000000	               1.0000000	CHILE	GERMANY	?	?	?	3	Equal
1-6Z3LJCG	1-LRWO4-16	CLSCSV_09060110179633	              20.0000000	36.000000	36.000000	               6.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-7HGKTXG	1-LRWO4-16	COMET_1-7HDCGN3	              20.0000000	84.000000	132.000000	               8.0000000	BRAZIL	CHILE	?	?	?	2	Slower
1-6HIKZL3	1-LRWO4-16	CLCSINC26702865_55	              15.0000000	31.260000	31.260000	               2.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-6GS735N	1-LRWO4-16	CLS75468CS	               5.0000000	42.000000	42.000000	              10.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	TNT	?	?	?
1-73TX79W	1-LRWO4-16	CLSCSV_10090110458905	              15.0000000	12.000000	12.000000	               1.0000000	GERMANY	CHILE	?	?	?	2	Equal
1-72262SF	1-LRWO4-16	COMET_1-VMC16J	              63.0000000	26.640000	26.640000	               1.0000000	INDIA	CHILE	?	Other	?	3	Equal
1-6KZHJHA	1-LRWO4-16	CLSCSV_0226018782429	              40.0000000	54.000000	54.000000	               4.0000000	UNITED STATES OF AMERICA	CHILE	?	OTHER	?	1	Faster
1-74LNM8Q	1-LRWO4-16	COMET_1-R4LOH5	             100.0000000	64.380000	64.380000	               1.0000000	Asia	CHILE	?	?	?	?	?
1-6M0GWRG	1-LRWO4-34	COMET_1-5QPL73R	               3.0000000	18.000000	60.000000	              20.0000000	CHILE	CHILE	?	Chile Express	?	?	?
1-6MHJC2M	1-LRWO4-16	COMET_1-6BZ311J	              40.0000000	?	88.440000	               3.0000000	Europe	CHILE	?	FedEx	?	?	?
1-6ZOTJH8	1-LRWO4-16	CLSCSV_0616017140342	              30.0000000	60.000000	60.000000	               3.0000000	Europe	CHILE	?	FedEx	?	?	?
1-6I7JBRN	1-LRWO4-6	CLC10014402	               5.0000000	?	?	               3.0000000	CHILE	North America	?	?	?	?	?
1-6FI7HCM	1-LRWO4-16	CLSION_0408019061002	               1.0000000	5.300400	7.572000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6H8SZ3F	1-LRWO4-16	CLSISL_0424019168147	               3.0000000	11.640000	11.640000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-7F4H895	1-LRWO4-16	CLSCSV_0827017771632	               5.0000000	0.000000	60.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-7IIQBZY	1-LRWO4-16	CLSCSV_01200111218052	               5.0000000	?	9.727800	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-72RNP2F	1-LRWO4-16	COMET_1-2TXT1OR	              63.0000000	33.162000	33.162000	               1.0000000	ITALY	CHILE	?	FedEx	?	2	Equal
1-6LPOM0E	1-LRWO4-16	CLSISL_0511019283485	               5.0000000	10.200000	10.200000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-7F8HTUP	1-LRWO4-16	CLSCSV_12190111026895	               8.0000000	36.000000	36.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-64BU31B	1-LRWO4-6	CLSCSV_0114018536060	              30.0000000	48.000000	48.000000	               1.0000000	CHILE	Europe	?	FedEx	?	?	?
1-6DRHSS1	1-LRWO4-16	COMET_1-6DRDOU0	               2.0000000	42.000000	42.000000	               3.0000000	IRELAND, REPUBLIC OF	CHILE	?	FedEx	?	2	Equal
1-6C7A58C	1-LRWO4-16	CLSCSV_0318018913999	              20.0000000	25.620000	25.620000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-6N504E7	1-LRWO4-16	CLSCSV_0604019454939	               2.0000000	?	?	               1.0000000	BRAZIL	CHILE	?	?	?	2	Slower
1-6OZNWCJ	1-LRWO4-16	COMET_1-5L9NYWH	              40.0000000	168.000000	168.000000	              10.0000000	Europe	CHILE	?	FedEx	?	?	?
1-6EPLT4S	1-LRWO4-16	CLSCSV_0404019037730	              10.0000000	16.680000	16.680000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Freight Forwarder	?	?	?
1-6ZU4590	1-LRWO4-16	CLS38276CS	              50.0000000	42.000000	42.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6C6QIUD	1-LRWO4-16	CLCSINC26150679_633	               8.0000000	42.000000	42.000000	               5.0000000	UNITED STATES OF AMERICA	CHILE	?	FedEx	?	1	Faster
1-72S1TRQ	1-LRWO4-16	COMET_1-GMV9YT	              80.0000000	159.240000	159.240000	               1.0000000	JAPAN	CHILE	?	?	?	2	Equal
1-6TUMRGE	1-LRWO4-16	CLS80078CS	               9.0000000	16.800000	16.800000	               1.0000000	South America	CHILE	?	OTHER	?	?	?
1-6OYS0WR	1-LRWO4-5	CLSCSV_0620019580814	                .5000000	1.845000	2.838600	               1.0000000	CHILE	COSTA RICA	?	?	?	2	Faster
1-6Z5AG2R	1-LRWO4-16	COMET_1-4M1PU7N	               3.0000000	90.000000	90.000000	              20.0000000	Europe	CHILE	?	?	?	?	?
1-6XX21J2	1-LRWO4-16	CLSISL_0330019001138	              40.0000000	180.000000	180.000000	               5.0000000	ITALY	CHILE	?	FedEx	?	2	Equal
1-66Z5QZ0	1-LRWO4-6	CLS90373CS	              30.0000000	18.000000	18.000000	               2.0000000	CHILE	North America	?	?	?	?	?
1-75T258A	1-LRWO4-6	COMET_1-53XUFN	              50.0000000	24.000000	24.000000	               1.0000000	CHILE	TRINIDAD AND TOBAGO	?	NONE	?	3	Equal
1-6NV0SEZ	1-LRWO4-6	CLS26696CS	              15.0000000	?	?	               2.0000000	CHILE	UNITED STATES OF AMERICA	?	Other	?	1	Faster
1-7HH3EHV	1-LRWO4-16	CLS3753IS	             600.0000000	480.000000	780.000000	               4.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-6R25IF2	1-LRWO4-16	CLSCSV_0708019706239	              30.0000000	32.640000	32.640000	               1.0000000	Europe	CHILE	?	Other	?	?	?
1-7C04E7D	1-LRWO4-16	COMET_1-MUAVIU	               5.0000000	0.060000	0.060000	               1.0000000	North America	CHILE	?	?	?	?	?
1-78BNK5H	1-LRWO4-16	CLSION_0730017535256	              29.0000000	9.900000	9.900000	               1.0000000	BRAZIL	CHILE	?	FedEx	?	2	Slower
1-6FHX1TG	1-LRWO4-5	CLSCSV_0408019056156	                .5000000	2.043600	2.838600	               1.0000000	CHILE	CANADA	?	?	?	2	Equal
1-74KC4SK	1-LRWO4-5	CLSPR08060348	                .5000000	9.000000	9.000000	               3.0000000	CHILE	UNITED STATES OF AMERICA	?	Other	?	1	Faster
1-6QOHKP5	1-LRWO4-16	CLSCSV_0704019680026	              10.0000000	18.000000	18.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6U3KFXP	1-LRWO4-34	CLC10012364	               5.0000000	120.000000	120.000000	              20.0000000	CHILE	CHILE	?	Chile Express	?	?	?
1-6BTB67L	1-LRWO4-16	CLSCSV_0314018889104	               8.0000000	22.800000	22.800000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-65PYEC2	1-LRWO4-16	CLS46161CS	              50.0000000	30.000000	30.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Otros	Freight Forwarder	1	Faster
1-6NUGRJF	1-LRWO4-16	CLC10002915	              70.0000000	120.000000	120.000000	               2.0000000	Europe	CHILE	?	Freight Forwarder	?	?	?
1-651CS5G	1-LRWO4-16	CLCSINC26150679_2063	               1.0000000	7.200000	7.200000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-63KJ24E	1-LRWO4-6	CLSCSV_1222015428566	               5.0000000	120.000000	192.000000	              15.0000000	CHILE	MEXICO	?	TNT	?	3	Faster
1-6MI65TK	1-LRWO4-6	CLSCSV_0531019432697	               2.0000000	4.258800	5.915400	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-6EWU5NL	1-LRWO4-16	COMET_1-6EWU5NF	              10.0000000	30.000000	30.000000	               2.0000000	Asia	CHILE	?	?	?	?	?
1-6WLL38B	1-LRWO4-16	CLS80642CS	              12.5000000	12.000000	12.000000	               1.0000000	PERU	CHILE	?	FedEx	?	1	Equal
1-6JCL5OF	1-LRWO4-23	CLC10004848	              10.0000000	6.000000	6.000000	               1.0000000	GERMANY	South America	?	?	?	?	?
1-710LETY	1-LRWO4-16	CLC10002292	              80.0000000	27.000000	84.000000	               2.0000000	Europe	CHILE	?	UPS	Freight Forwarder	?	?
1-687JKR4	1-LRWO4-16	CLSCSV_0218018726792	              10.0000000	72.000000	72.000000	               4.0000000	Asia	CHILE	?	?	?	?	?
1-6XPKJIK	1-LRWO4-6	CLC10015219	              18.0000000	48.000000	90.000000	              10.0000000	CHILE	BRAZIL	?	FedEx	?	2	Equal
1-7BM4PTU	1-LRWO4-16	CLS69531CS	              21.6000000	168.000000	168.000000	               5.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-7HGU3HV	1-LRWO4-16	COMET_1-30Z9UXO	             251.0000000	98.280000	98.280000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-74X3GJJ	1-LRWO4-16	COMET_1-5W8IUT9	             118.0000000	60.000000	60.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-71LTRNO	1-LRWO4-16	CLSISL_1019018447414	               5.0000000	36.000000	72.000000	              12.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-79DYNKD	1-LRWO4-16	COMET_1-1YUSBO0	              65.0000000	18.540000	18.540000	               1.0000000	SPAIN	CHILE	?	Freight Forwarder	?	2	Equal
1-6U433I7	1-LRWO4-16	CLSCSV_0722019817627	              10.0000000	13.200000	13.800000	               1.0000000	Asia	CHILE	?	OTHER	?	?	?
1-6L8KHX9	1-LRWO4-16	CLSION_0509019270353	              40.0000000	30.120000	30.120000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6V2NUIB	1-LRWO4-6	CLSCSV_0802019902986	              20.0000000	30.000000	48.000000	               4.0000000	CHILE	North America	?	OTHER	?	?	?
1-6DLJVYW	1-LRWO4-16	CLSCSV_0312018870941	              25.0000000	18.000000	18.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-6YJKK93	1-LRWO4-16	COMET_1-3Q10S56	              15.0000000	12.000000	12.000000	               3.0000000	Europe	CHILE	?	FedEx	?	?	?
1-71RR20R	1-LRWO4-16	COMET_1-10YQMUD	              57.0000000	12.960000	12.960000	               1.0000000	PERU	CHILE	?	?	?	1	Equal
1-6KK0IOY	1-LRWO4-16	CLSCSV_0523019378491	              30.0000000	36.000000	36.000000	               1.0000000	FRANCE	CHILE	?	?	?	2	Equal
1-66H3W6Y	1-LRWO4-16	CLS72791CS	              60.0000000	84.000000	84.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-64JIHEU	1-LRWO4-6	CLSCSV_0601017002251	              19.0000000	33.600000	33.600000	               3.0000000	CHILE	PERU	?	?	?	1	Faster
1-6EPFJGB	1-LRWO4-6	COMET_1-3IMQDP3	               5.0000000	?	?	              20.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	FedEx	?	?	?
1-6ZHNDVG	1-LRWO4-16	CLSCSV_0109015565223	             111.0000000	39.240000	39.240000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-721Q29V	1-LRWO4-16	CLSCSV_09050110159930	              10.0000000	30.000000	30.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	FedEx	?	?	?
1-7F4I5DZ	1-LRWO4-16	CLC10003393	             220.0000000	58.200000	58.200000	               1.0000000	SPAIN	CHILE	?	Freight Forwarder	?	2	Equal
1-6MIBSVZ	1-LRWO4-16	COMET_1-6EVW7ZB	               2.0000000	?	120.000000	              22.0000000	South America	CHILE	?	?	?	?	?
1-6KZBX0M	1-LRWO4-16	CLSCSV_0515019311375	              15.0000000	13.440000	13.440000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-6NT95TF	1-LRWO4-23	COMET_1-6A8F15V	               1.0000000	105.000000	105.000000	              50.0000000	UNITED STATES OF AMERICA	COSTA RICA	?	Other	?	1	Faster
1-75UIALK	1-LRWO4-16	COMET_1-3SLYPI7	              20.0000000	24.000000	30.000000	               2.0000000	Europe	CHILE	?	?	?	?	?
1-6TA9KB9	1-LRWO4-16	CLSCSV_0723019828786	              50.0000000	36.000000	36.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6P5I7MJ	1-LRWO4-16	CLS33636CS	               4.0000000	12.000000	12.000000	               2.0000000	UNITED STATES OF AMERICA	CHILE	?	Lan Cargo	?	1	Faster
1-7GSALF9	1-LRWO4-6	CLC10003149	              55.0000000	23.235600	23.235600	               1.0000000	CHILE	GERMANY	?	?	?	3	Equal
1-6VJ1SQP	1-LRWO4-16	CLSCSV_0813017674422	              74.6000000	?	32.415000	               1.0000000	FRANCE	CHILE	?	OTHER	?	2	Equal
1-6RFBHFF	1-LRWO4-16	CLSCSV_0425016641188	             115.0000000	76.860000	76.860000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Freight Forwarder	?	?	?
1-7H60V3W	1-LRWO4-16	CLSCSV_01070111122701	               3.0000000	24.000000	24.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	NONE	?	?	?
1-6TVY1TM	1-LRWO4-16	CLS873CS	              60.0000000	72.000000	72.000000	               5.0000000	Asia	CHILE	?	UPS	?	?	?
1-651B2V6	1-LRWO4-16	CLCSINC26150679_2097	                .5000000	34.200000	34.200000	               5.0000000	Asia	CHILE	?	Other	?	?	?
1-7C5O53I	1-LRWO4-16	CLS35033CS	              72.0000000	30.000000	30.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-645OWZN	1-LRWO4-16	CLS48707CS	                .5000000	0.900000	0.900000	               1.0000000	South America	CHILE	?	?	?	?	?
1-6EIX63M	1-LRWO4-16	COMET_1-4VYTHPO	              20.0000000	30.000000	30.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-7E3HK0Z	1-LRWO4-16	COMET_1-6KBUTI7	             445.0000000	168.000000	168.000000	               1.0000000	Europe	CHILE	?	?	?	?	?
1-7M3C8HC	1-LRWO4-16	CLC10001736	             245.0000000	61.680000	61.680000	               1.0000000	ECUADOR	CHILE	?	Freight Forwarder	?	?	?
1-6BUM5QJ	1-LRWO4-6	COMET_1-5ETEKPD	              35.0000000	150.000000	236.940000	              15.0000000	CHILE	UNITED STATES OF AMERICA	?	Other	?	1	Faster
1-6HIG1AP	1-LRWO4-6	CLS42775CS	              20.0000000	22.800000	27.000000	               1.0000000	CHILE	Asia	?	OTHER	?	?	?
1-7M9YJRX	1-LRWO4-16	CLSION_02180111407515	              15.0000000	15.000000	18.000000	               1.0000000	Asia	CHILE	?	OTHER	?	?	?
1-720DP29	1-LRWO4-16	CLS45851IS	              25.0000000	120.000000	120.000000	             101.0000000	Europe	CHILE	?	FedEx	?	?	?
1-6KR24Z5	1-LRWO4-16	CLSCSV_0513019287157	               1.0000000	10.320000	10.320000	               4.0000000	COLOMBIA	CHILE	?	Other	?	2	Slower
1-6GZ5HQS	1-LRWO4-16	CLSCSV_0418019139635	              20.0000000	48.000000	48.000000	               3.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-6KZCUJX	1-LRWO4-34	CLSION_0509019270371	              20.0000000	120.000000	120.000000	              10.0000000	CHILE	CHILE	?	?	?	?	?
1-6W0AN33	1-LRWO4-16	CLS79505CS	              50.0000000	60.000000	60.000000	               3.0000000	UNITED STATES OF AMERICA	CHILE	?	FedEx	?	1	Faster
1-73G86E6	1-LRWO4-16	CLSCSV_10070110431058	              20.0000000	28.080000	28.080000	               2.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-63880AB	1-LRWO4-16	CLSCSV_0813017669776	              30.0000000	210.000000	210.000000	              20.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-747MFX0	1-LRWO4-16	CLS30315CS	              14.0000000	8.100000	8.100000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-75T4PES	1-LRWO4-16	CLCSINC26150679_268	              40.0000000	30.000000	44.400000	               4.0000000	North America	CHILE	?	?	?	?	?
1-6BCAHRD	1-LRWO4-16	CLS72075WL	             180.0000000	58.800000	58.800000	               1.0000000	BRAZIL	CHILE	?	?	?	2	Slower
1-72TBODD	1-LRWO4-6	CLSION_0727019857764	               2.0000000	12.000000	12.000000	               2.0000000	CHILE	HAITI	?	?	?	2	Faster
1-67HUO9D	1-LRWO4-6	CLSCSV_0204018653078	               5.0000000	?	?	               5.0000000	CHILE	COLOMBIA	?	OTHER	?	2	Equal
1-74KYYCZ	1-LRWO4-23	CLSCSV_0301018803106	               1.0000000	0.060000	0.060000	               1.0000000	COLOMBIA	PERU	?	Other	?	2	Slower
1-63KYVZB	1-LRWO4-6	CLS58268IS	               5.0000000	30.000000	30.000000	               4.0000000	CHILE	Europe	?	?	?	?	?
1-7FF5FC7	1-LRWO4-16	CLS14477CS	            2123.0000000	37.560000	37.560000	               3.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-7CRB3UB	1-LRWO4-6	COMET_1-7CLQHLJ	              45.0000000	9.000000	12.000000	               1.0000000	CHILE	BRAZIL	?	?	?	2	Equal
1-74XV3HP	1-LRWO4-16	CLS45454CS	              98.0000000	159.960000	159.960000	               6.0000000	Europe	CHILE	?	?	?	?	?
1-63CA6IR	1-LRWO4-16	CLS5713CS	              30.0000000	60.000000	60.000000	               3.0000000	Europe	CHILE	?	FedEx	?	?	?
1-6SJP1U1	1-LRWO4-16	CLS46948CS	              20.0000000	9.000000	9.000000	               1.0000000	PANAMA	CHILE	?	?	?	2	Slower
1-7K29Z8V	1-LRWO4-16	CLSCSV_0424016634132	              77.0000000	20.640000	20.640000	               1.0000000	BRAZIL	CHILE	?	Freight Forwarder	?	2	Slower
1-6Y5NRR8	1-LRWO4-16	CLC10003790	             900.0000000	720.000000	720.000000	               1.0000000	Asia	CHILE	?	?	?	?	?
1-74PQBGU	1-LRWO4-16	COMET_1-2EYXZ09	              10.0000000	?	60.000000	              10.0000000	Europe	CHILE	?	?	?	?	?
1-72MLLUD	1-LRWO4-6	COMET_CNW-XQ	             114.0000000	27.720000	27.720000	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-6UKV469	1-LRWO4-6	COMET_1-3NUKS40	              15.0000000	36.000000	36.000000	              10.0000000	CHILE	Asia	?	?	?	?	?
1-6MI22S4	1-LRWO4-16	CLS86777CS	               1.0000000	?	0.060000	               1.0000000	Asia	CHILE	?	FedEx	?	?	?
1-63CA69A	1-LRWO4-16	CLSCSV_0104019050809	               5.0000000	27.000000	28.800000	               5.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-7HI3JYH	1-LRWO4-16	CLSCSV_01150111189232	              10.0000000	15.000000	15.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6RZB4YG	1-LRWO4-16	CLSCSV_0715019761393	              20.0000000	12.000000	12.000000	               1.0000000	BELGIUM	CHILE	?	?	?	2	Equal
1-6GSKLZZ	1-LRWO4-16	CLSION_0424019159153	               3.0000000	18.000000	18.000000	               5.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6NHS6RU	1-LRWO4-16	CLC10001562	               1.0000000	0.060000	0.060000	               1.0000000	PANAMA	CHILE	?	?	?	2	Slower
1-7LMTNGL	1-LRWO4-16	CLSCSV_02070111343244	               1.0000000	6.000000	6.000000	               2.0000000	North America	CHILE	?	?	?	?	?
1-6KZAQH0	1-LRWO4-6	CLSCSV_0513019289011	               2.0000000	49.140000	49.140000	              30.0000000	CHILE	South America	?	UPS	?	?	?
1-66LZOT5	1-LRWO4-16	CLS65723CS	              84.0000000	43.200000	43.200000	               1.0000000	COLOMBIA	CHILE	?	?	?	2	Slower
1-6SWZFCX	1-LRWO4-6	CLSION_0622019588934	              50.0000000	12.000000	12.000000	               2.0000000	CHILE	BOLIVIA	?	?	?	2	Equal
1-6QD10JX	1-LRWO4-16	COMET_1-6I78F4H	              50.0000000	60.000000	60.000000	               3.0000000	SPAIN	CHILE	?	UPS	?	2	Equal
1-7M3OOKK	1-LRWO4-6	CLSION_0208018671700	              10.0000000	?	?	               1.0000000	CHILE	South America	?	?	?	?	?
1-67DZ0MH	1-LRWO4-16	CLCSINC26150679_641	              15.0000000	48.000000	48.000000	               2.0000000	Europe	CHILE	?	Other	?	?	?
1-14BU5R-50	1-LRWO4-16	CLSCSV_0417016568897	              10.0000000	30.000000	30.000000	               1.0000000	Europe	CHILE	?	?	?	?	?
1-79S1CCE	1-LRWO4-16	COMET_1-1BS92P8	             650.0000000	285.810000	285.810000	               1.0000000	North America	CHILE	?	Freight Forwarder	?	?	?
1-76M2N4V	1-LRWO4-6	COMET_1-76M2N4O	              20.0000000	60.000000	60.000000	               6.0000000	CHILE	URUGUAY	?	Other	?	1	Equal
1-7BL09H2	1-LRWO4-16	COMET_1-1BCY1KG	             177.0000000	66.000000	66.000000	               1.0000000	ITALY	CHILE	?	Freight Forwarder	?	2	Equal
1-64NZ9KE	1-LRWO4-6	CLS86564CS	              10.0000000	15.360000	15.360000	               1.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	?	?	?	?
1-6OF8M8Y	1-LRWO4-16	CLS15649CS	               1.0000000	0.060000	0.060000	               1.0000000	Europe	CHILE	?	FedEx	?	?	?
1-79XH4T3	1-LRWO4-16	COMET_1-VL1LDE	              20.0000000	60.000000	60.000000	               5.0000000	UNITED STATES OF AMERICA	CHILE	?	FedEx	?	1	Faster
1-6KR40C6	1-LRWO4-16	CLS94874CS	               1.0000000	3.900000	3.900000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-6AF7J13	1-LRWO4-16	CLCSINC26941394_569	              40.0000000	37.560000	37.560000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	FedEx	?	?	?
1-79DAU62	1-LRWO4-16	CLS79399CS	               5.0000000	10.800000	10.800000	               2.0000000	Asia	CHILE	?	Other	?	?	?
1-794TH7R	1-LRWO4-16	CLSCSV_11150110758214	              10.0000000	12.000000	12.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6JCMZDW	1-LRWO4-6	CLSCSV_0329018998013	               5.0000000	0.000000	0.000000	               5.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	?	?	?	?
1-7BT1FGR	1-LRWO4-6	CLC10004611	            1500.0000000	522.000000	522.000000	               1.0000000	CHILE	URUGUAY	?	?	?	1	Equal
1-6HPKDCL	1-LRWO4-6	CLSCSV_0429019202579	               1.0000000	2.752800	4.235400	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-6YVS57T	1-LRWO4-16	CLSION_09050110157218	              15.0000000	21.000000	21.000000	               2.0000000	Asia	CHILE	?	?	?	?	?
1-6O9A4QR	1-LRWO4-16	CLSCSV_0619019566056	              10.0000000	48.000000	48.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-65M3HAR	1-LRWO4-5	COMET_1-5GGD1V9	              50.0000000	30.000000	18.000000	               1.0000000	CHILE	ARGENTINA	?	Freight Forwarder	?	1	Equal
1-7AN5CDO	1-LRWO4-16	CLSION_10070110435562	               5.0000000	60.000000	60.000000	               4.0000000	South America	CHILE	?	Freight Forwarder	?	?	?
1-6DRDOUD	1-LRWO4-16	CLS40594CS	              10.0000000	21.180000	21.180000	               1.0000000	ARGENTINA	CHILE	?	?	?	1	Equal
1-7ASKZEB	1-LRWO4-16	COMET_1-1MR7MBM	             102.0000000	42.000000	42.000000	               1.0000000	Europe	CHILE	?	Freight Forwarder	?	?	?
1-6USO6TM	1-LRWO4-16	CLSCSV_0606019471951	             100.0000000	72.360000	72.360000	               1.0000000	ITALY	CHILE	?	Freight Forwarder	?	2	Equal
1-6O825VG	1-LRWO4-16	CLS38680WL	             173.0000000	59.640000	59.640000	               1.0000000	Asia	CHILE	?	Freight Forwarder	?	?	?
1-6NBB7IE	1-LRWO4-16	CLSCSV_0606019471785	              80.0000000	72.000000	72.000000	               2.0000000	Europe	CHILE	?	OTHER	?	?	?
1-68YYNMM	1-LRWO4-5	CLSCSV_0304018819722	                .5000000	15.000000	18.000000	               4.0000000	CHILE	Europe	?	FedEx	?	?	?
1-64FH1CI	1-LRWO4-6	CLSCSV_0121018577671	              10.0000000	48.840000	48.840000	               2.0000000	CHILE	Asia	?	FedEx	?	?	?
1-7DWXREW	1-LRWO4-16	CLSION_0415019109170	              18.0000000	19.500000	19.500000	               1.0000000	SPAIN	CHILE	?	Other	?	2	Equal
1-677OMIH	1-LRWO4-23	CLC10004212	              20.0000000	60.000000	60.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	JAPAN	?	Hot Express Chiletrans Courier	Freight Forwarder	?	?
1-6VW4CJR	1-LRWO4-16	CLSION_0813019975829	               8.0000000	12.000000	12.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-77R97SS	1-LRWO4-16	CLSCSV_11070110696004	               5.0000000	18.000000	18.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-636MZRZ	1-LRWO4-6	CLCSINC26150679_1481	               5.0000000	30.000000	30.000000	               2.0000000	CHILE	Europe	?	UPS	?	?	?
1-7CSP078	1-LRWO4-16	CLSCSV_1001018267592	              50.0000000	14.340000	14.340000	               1.0000000	SPAIN	CHILE	?	NONE	?	2	Equal
